"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
377,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","千歳台","祖師ケ谷大蔵","14",75000000,"","","120",,"ほぼ正方形","11.0","95","令和2年","木造","住宅","住宅","東","道路",3.9,"第１種低層住居専用地域",50,100,"2020年第３四半期","","私道を含む取引"
378,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","千歳台","祖師ケ谷大蔵","14",62000000,"","","240",,"不整形","","145","昭和45年","木造","住宅、共同住宅","住宅","西","区道",3.8,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
379,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","千歳台","祖師ケ谷大蔵","16",92000000,"","","95",,"ほぼ長方形","6.7","90","令和2年","木造","住宅","住宅","東","区道",6.2,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
380,"中古マンション等","","13112","東京都","世田谷区","千歳台","祖師ケ谷大蔵","19",40000000,"","３ＬＤＫ","65",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
381,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","千歳台","千歳烏山","19",83000000,"","","200",,"長方形","19.0","320","昭和59年","ＲＣ","共同住宅","その他","南","区道",6.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
382,"中古マンション等","","13112","東京都","世田谷区","千歳台","千歳烏山","18",49000000,"","３ＬＤＫ","70",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
383,"中古マンション等","","13112","東京都","世田谷区","千歳台","千歳烏山","18",56000000,"","３ＬＤＫ","75",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
384,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","千歳台","千歳船橋","18",66000000,"","","95",,"ほぼ長方形","7.2","90","令和2年","木造","住宅","住宅","南","私道",5.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
385,"中古マンション等","","13112","東京都","世田谷区","千歳台","千歳船橋","11",42000000,"","３ＬＤＫ","70",,"","","","平成16年","ＲＣ","住宅","","","",,"第２種住居地域",60,300,"2020年第３四半期","未改装",""
386,"中古マンション等","","13112","東京都","世田谷区","千歳台","千歳船橋","11",18000000,"","１Ｋ","15",,"","","","平成11年","ＳＲＣ","住宅","その他","","",,"第２種住居地域",60,300,"2020年第３四半期","",""
387,"宅地(土地)","住宅地","13112","東京都","世田谷区","弦巻","上町","9",65000000,"2700000","","80",820000,"ほぼ長方形","5.6","","","","","住宅","南西","区道",9.1,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
388,"宅地(土地)","住宅地","13112","東京都","世田谷区","弦巻","上町","11",63000000,"2300000","","90",690000,"ほぼ長方形","5.4","","","","","住宅","北西","区道",6.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
389,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","弦巻","上町","8",130000000,"","","230",,"袋地等","","220","平成14年","軽量鉄骨造","共同住宅","住宅","南東","区道",5.8,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
390,"宅地(土地)","住宅地","13112","東京都","世田谷区","弦巻","上町","13",57000000,"1900000","","100",590000,"袋地等","","","","","","住宅","北西","私道",4.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
391,"中古マンション等","","13112","東京都","世田谷区","弦巻","上町","8",69000000,"","３ＬＤＫ","70",,"","","","平成17年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
392,"中古マンション等","","13112","東京都","世田谷区","弦巻","上町","9",16000000,"","２ＤＫ","45",,"","","","昭和48年","ＳＲＣ","住宅","その他","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
393,"中古マンション等","","13112","東京都","世田谷区","弦巻","上町","8",61000000,"","３ＬＤＫ","60",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
394,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","弦巻","駒沢大学","12",70000000,"","","90",,"袋地等","2.0","95","令和2年","木造","住宅","住宅","北西","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
395,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","弦巻","駒沢大学","12",95000000,"","","95",,"ほぼ長方形","6.6","95","平成31年","木造","住宅","住宅","西","私道",4.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
396,"中古マンション等","","13112","東京都","世田谷区","弦巻","駒沢大学","13",39000000,"","","55",,"","","","昭和52年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
397,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","弦巻","桜新町","9",72000000,"","","80",,"ほぼ長方形","4.6","80","平成12年","木造","住宅","住宅","北東","区道",8.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
398,"宅地(土地)","住宅地","13112","東京都","世田谷区","弦巻","桜新町","9",51000000,"2400000","","70",730000,"ほぼ長方形","10.8","","","","","住宅","西","区道",4.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
399,"宅地(土地)","住宅地","13112","東京都","世田谷区","弦巻","桜新町","8",83000000,"2500000","","110",750000,"ほぼ長方形","5.9","","","","","住宅","西","区道",8.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
400,"中古マンション等","","13112","東京都","世田谷区","弦巻","桜新町","8",36000000,"","","45",,"","","","昭和58年","ＲＣ","","住宅","","",,"準工業地域",60,200,"2020年第３四半期","改装済",""
401,"中古マンション等","","13112","東京都","世田谷区","弦巻","桜新町","10",17000000,"","１Ｋ","15",,"","","","平成4年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
402,"中古マンション等","","13112","東京都","世田谷区","弦巻","桜新町","8",12000000,"","１Ｋ","15",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
403,"中古マンション等","","13112","東京都","世田谷区","弦巻","桜新町","8",24000000,"","１Ｋ","25",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2020年第３四半期","未改装",""
404,"中古マンション等","","13112","東京都","世田谷区","弦巻","桜新町","11",61000000,"","３ＬＤＫ","85",,"","","","平成2年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
405,"中古マンション等","","13112","東京都","世田谷区","弦巻","桜新町","10",62000000,"","２ＬＤＫ","65",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
406,"中古マンション等","","13112","東京都","世田谷区","弦巻","桜新町","11",130000000,"","３ＬＤＫ","110",,"","","","平成12年","ＲＣ","","住宅","","",,"第１種低層住居専用地域",60,150,"2020年第３四半期","改装済",""
407,"中古マンション等","","13112","東京都","世田谷区","弦巻","桜新町","7",38000000,"","２ＤＫ","40",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
408,"中古マンション等","","13112","東京都","世田谷区","弦巻","桜新町","10",86000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
409,"中古マンション等","","13112","東京都","世田谷区","弦巻","松陰神社前","6",85000000,"","３ＬＤＫ","100",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第２種低層住居専用地域",60,150,"2020年第３四半期","未改装",""
410,"中古マンション等","","13112","東京都","世田谷区","弦巻","世田谷","11",68000000,"","３ＬＤＫ","75",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
411,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","等々力","尾山台","11",77000000,"","","80",,"長方形","5.2","95","平成31年","木造","住宅","住宅","南東","区道",11.0,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
412,"宅地(土地)","住宅地","13112","東京都","世田谷区","等々力","尾山台","6",93000000,"2900000","","105",880000,"長方形","11.4","","","","","住宅","東","区道",4.5,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
413,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","等々力","尾山台","7",110000000,"","","95",,"不整形","3.5","90","令和2年","木造","住宅","住宅","北","私道",4.5,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
414,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","等々力","尾山台","11",80000000,"","","80",,"長方形","5.2","80","令和2年","木造","住宅","住宅","東","区道",6.8,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
415,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","等々力","尾山台","6",120000000,"","","120",,"ほぼ台形","4.0","100","令和2年","木造","住宅","住宅","北","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
416,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","等々力","尾山台","6",130000000,"","","125",,"不整形","3.2","100","令和2年","木造","住宅","住宅","北","区道",5.9,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
417,"中古マンション等","","13112","東京都","世田谷区","等々力","尾山台","14",45000000,"","３ＬＤＫ","65",,"","","","平成6年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
418,"中古マンション等","","13112","東京都","世田谷区","等々力","尾山台","15",72000000,"","３ＬＤＫ","80",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
419,"中古マンション等","","13112","東京都","世田谷区","等々力","尾山台","13",70000000,"","２ＬＤＫ","75",,"","","","平成7年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
420,"中古マンション等","","13112","東京都","世田谷区","等々力","尾山台","15",63000000,"","３ＬＤＫ","65",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","",""
421,"中古マンション等","","13112","東京都","世田谷区","等々力","尾山台","7",21000000,"","１Ｋ","25",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2020年第３四半期","未改装",""
422,"中古マンション等","","13112","東京都","世田谷区","等々力","尾山台","10",64000000,"","２ＬＤＫ","75",,"","","","","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
423,"宅地(土地)","住宅地","13112","東京都","世田谷区","等々力","九品仏","12",100000000,"2600000","","135",780000,"長方形","13.0","","","","","住宅","西","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
424,"宅地(土地)","住宅地","13112","東京都","世田谷区","等々力","九品仏","12",75000000,"2000000","","125",600000,"ほぼ長方形","7.4","","","","","住宅","東","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","","私道を含む取引"
425,"中古マンション等","","13112","東京都","世田谷区","等々力","九品仏","12",66000000,"","２ＬＤＫ","65",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
426,"中古マンション等","","13112","東京都","世田谷区","等々力","九品仏","14",64000000,"","３ＬＤＫ","80",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2020年第３四半期","改装済",""
427,"中古マンション等","","13112","東京都","世田谷区","等々力","九品仏","17",60000000,"","３ＬＤＫ","65",,"","","","平成24年","ＲＣ","","","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
428,"中古マンション等","","13112","東京都","世田谷区","等々力","自由が丘(東京)","11",98000000,"","３ＬＤＫ","90",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","改装済",""
429,"中古マンション等","","13112","東京都","世田谷区","等々力","等々力","7",54000000,"","２ＬＤＫ","60",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
430,"中古マンション等","","13112","東京都","世田谷区","等々力","等々力","10",72000000,"","３ＬＤＫ","70",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
431,"中古マンション等","","13112","東京都","世田谷区","等々力","等々力","14",39000000,"","２ＬＤＫ","55",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
432,"中古マンション等","","13112","東京都","世田谷区","等々力","等々力","10",65000000,"","３ＬＤＫ","65",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
433,"中古マンション等","","13112","東京都","世田谷区","等々力","等々力","7",34000000,"","１Ｒ","40",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
434,"宅地(土地)","商業地","13112","東京都","世田谷区","中町","上野毛","14",51000000,"3100000","","55",940000,"ほぼ長方形","5.4","","","","","住宅","南西","区道",7.0,"近隣商業地域",80,200,"2020年第３四半期","",""
435,"宅地(土地)","住宅地","13112","東京都","世田谷区","中町","上野毛","7",80000000,"2600000","","100",790000,"ほぼ長方形","13.5","","","","","住宅","東","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
436,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","中町","上野毛","15",68000000,"","","80",,"台形","4.0","80","令和2年","木造","住宅","","北","私道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
437,"中古マンション等","","13112","東京都","世田谷区","中町","上野毛","6",24000000,"","１Ｒ","30",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
438,"宅地(土地)","住宅地","13112","東京都","世田谷区","中町","等々力","6",56000000,"1900000","","100",560000,"不整形","6.6","","","","","住宅","南","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
439,"宅地(土地)","住宅地","13112","東京都","世田谷区","中町","等々力","4",70000000,"2700000","","85",830000,"ほぼ整形","6.6","","","","","住宅","南西","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
440,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","中町","等々力","11",69000000,"","","120",,"ほぼ正方形","10.9","105","昭和53年","木造","住宅","住宅","西","区道",6.1,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
441,"宅地(土地)","住宅地","13112","東京都","世田谷区","中町","等々力","8",59000000,"2500000","","80",740000,"長方形","6.5","","","","","住宅","北","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
442,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","中町","等々力","10",85000000,"","","90",,"長方形","5.1","120","平成21年","木造","住宅","住宅","東","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
443,"宅地(土地)","住宅地","13112","東京都","世田谷区","中町","用賀","15",70000000,"2300000","","100",700000,"ほぼ長方形","7.9","","","","","住宅","南西","区道",5.9,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
444,"中古マンション等","","13112","東京都","世田谷区","中町","用賀","11",43000000,"","２ＬＤＫ","50",,"","","","","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,200,"2020年第３四半期","未改装",""
445,"中古マンション等","","13112","東京都","世田谷区","野毛","上野毛","14",38000000,"","２ＬＤＫ","50",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
446,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","野沢","学芸大学","11",170000000,"","","220",,"ほぼ長方形","14.0","155","昭和42年","ＲＣ","住宅","住宅","北","区道",6.0,"第１種住居地域",60,200,"2020年第３四半期","",""
447,"中古マンション等","","13112","東京都","世田谷区","野沢","学芸大学","13",85000000,"","３ＬＤＫ","75",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,150,"2020年第３四半期","改装済",""
448,"中古マンション等","","13112","東京都","世田谷区","野沢","学芸大学","11",58000000,"","３ＬＤＫ","70",,"","","","平成11年","ＲＣ","住宅","その他","","",,"第１種住居地域",60,200,"2020年第３四半期","",""
449,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","野沢","駒沢大学","7",39000000,"","","70",,"不整形","8.1","80","昭和38年","木造","住宅、店舗","店舗","南西","都道",25.0,"近隣商業地域",80,300,"2020年第３四半期","",""
450,"宅地(土地)","住宅地","13112","東京都","世田谷区","野沢","駒沢大学","9",40000000,"2100000","","65",630000,"ほぼ長方形","9.0","","","","","住宅","北西","区道",3.5,"第１種低層住居専用地域",60,150,"2020年第３四半期","","私道を含む取引"
451,"宅地(土地)","住宅地","13112","東京都","世田谷区","野沢","駒沢大学","15",91000000,"2500000","","120",760000,"ほぼ長方形","6.1","","","","","住宅","北西","区道",6.0,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
452,"宅地(土地)","住宅地","13112","東京都","世田谷区","野沢","駒沢大学","7",10000000,"180000","","190",53000,"ほぼ長方形","","","","","","その他","接面道路無","",,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
453,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","野沢","駒沢大学","8",89000000,"","","150",,"長方形","10.1","120","昭和60年","木造","住宅","住宅","北東","区道",5.3,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
454,"中古マンション等","","13112","東京都","世田谷区","野沢","駒沢大学","8",8900000,"","１Ｋ","25",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
455,"中古マンション等","","13112","東京都","世田谷区","野沢","駒沢大学","14",81000000,"","３ＬＤＫ","95",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,150,"2020年第３四半期","改装済",""
456,"中古マンション等","","13112","東京都","世田谷区","八幡山","上北沢","13",44000000,"","２ＬＤＫ","70",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
457,"中古マンション等","","13112","東京都","世田谷区","八幡山","桜上水","15",50000000,"","３ＬＤＫ","65",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
458,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","八幡山","八幡山","11",37000000,"","","110",,"ほぼ長方形","6.0","80","昭和60年","木造","住宅","住宅","北西","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","","調停・競売等、私道を含む取引"
459,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","八幡山","八幡山","13",61000000,"","","100",,"長方形","6.8","80","令和2年","木造","住宅","住宅","南東","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
460,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","八幡山","八幡山","15",56000000,"","","90",,"長方形","6.6","80","令和2年","木造","住宅","住宅","北西","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
461,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","八幡山","八幡山","10",74000000,"","","115",,"ほぼ長方形","11.8","90","令和2年","木造","住宅","住宅","東","区道",3.8,"第１種低層住居専用地域",50,100,"2020年第３四半期","","私道を含む取引"
462,"宅地(土地)","住宅地","13112","東京都","世田谷区","羽根木","新代田","5",180000000,"2800000","","210",850000,"長方形","11.6","","","","","住宅","南","区道",4.5,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
463,"中古マンション等","","13112","東京都","世田谷区","羽根木","新代田","6",35000000,"","１Ｋ","25",,"","","","令和2年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","未改装",""
464,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","羽根木","代田橋","4",170000000,"","","75",,"ほぼ長方形","4.7","180","令和2年","ＲＣ","共同住宅","住宅","西","区道",5.4,"近隣商業地域",80,300,"2020年第３四半期","",""
465,"宅地(土地)","住宅地","13112","東京都","世田谷区","羽根木","代田橋","8",130000000,"1900000","","210",580000,"ほぼ長方形","14.4","","","","","住宅","南東","区道",3.2,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
466,"宅地(土地)","住宅地","13112","東京都","世田谷区","羽根木","東松原","7",61000000,"2000000","","100",610000,"ほぼ台形","7.4","","","","","住宅","南西","区道",5.2,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
467,"宅地(土地)","住宅地","13112","東京都","世田谷区","東玉川","奥沢","9",84000000,"1900000","","145",590000,"ほぼ長方形","11.5","","","","","住宅","東","区道",3.8,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
468,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","東玉川","田園調布","12",18000000,"","","60",,"ほぼ長方形","4.5","70","昭和45年","木造","住宅、店舗","住宅","南東","区道",5.4,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
469,"宅地(土地)","住宅地","13112","東京都","世田谷区","東玉川","雪が谷大塚","8",130000000,"1600000","","260",490000,"ほぼ正方形","16.0","","","","","住宅","南東","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
470,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","東玉川","雪が谷大塚","11",130000000,"","","120",,"ほぼ長方形","8.2","180","平成16年","ＲＣ","共同住宅、店舗","住宅","南西","都道",25.0,"第２種住居地域",60,200,"2020年第３四半期","",""
471,"宅地(土地)","住宅地","13112","東京都","世田谷区","東玉川","雪が谷大塚","9",52000000,"1900000","","90",560000,"長方形","6.8","","","","","住宅","南東","私道",3.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
